"name","fonction_1","fonction_2","fonction_3","fonction_4","fonction_5","fonction_6","fonction_7","fonction_8","fonction_9","fonction_10","fonction_11","nom_simplifie"
"GLYCINE SOJA STEROLS","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCOFUROL","Solvant","Agent de contrôle de la viscosité","","","","","","","","","",""
"GLYCOGEN","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCOL","Humectant","Solvant","Agent de contrôle de la viscosité","","","","","","","","",""
"GLYCOL CETEARATE","Emollient","Agent émulsifiant","Stabilisateur d'émulsion","Agent d'entretien de la peau","Agent stabilisant","","","","","","",""
"GLYCOL DIBEHENATE","Emollient","Opacifiant","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","",""
"GLYCOL DIETHYLHEXANOATE","Emollient","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","","",""
"GLYCOL DILAURATE","Emollient","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","","",""
"GLYCOL DIMETHACRYLATE","Agent d'entretien des ongles","","","","","","","","","","",""
"GLYCOL DIMETHACRYLATE CROSSPOLYMER","","","","","","","","","","","",""
"GLYCOL DIOLEATE","Emollient","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","","",""
"GLYCOL DIPIVALATE","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCOL DISTEARATE","Emollient","Agent émulsifiant","Opacifiant","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","",""
"GLYCOL HEMA-METHACRYLATE","Agent filmogène","","","","","","","","","","",""
"GLYCOL MONTANATE","Agent émulsifiant","Opacifiant","Agent d'entretien de la peau","","","","","","","","",""
"GLYCOL OLEATE","Antistatique","Emollient","Agent émulsifiant","Agent d'entretien de la peau","","","","","","","",""
"GLYCOL PALMITATE","Agent émulsifiant","Opacifiant","Agent d'entretien de la peau","","","","","","","","",""
"GLYCOL RICINOLEATE","Antistatique","Emollient","Agent émulsifiant","Agent d'entretien de la peau","","","","","","","",""
"GLYCOL ROSINATE","Agent filmogène","","","","","","","","","","",""
"GLYCOL SALICYLATE","Absorbant UV","","","","","","","","","","",""
"GLYCOL STEARATE","Emollient","Agent émulsifiant","Opacifiant","Tensioactif","","","","","","","",""
"GLYCOL STEARATE SE","Agent émulsifiant","Tensioactif","","","","","","","","","",""
"GLYCOL/BUTYLENE GLYCOL MONTANATE","Emollient","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","","",""
"GLYCOL/SEBACIC ACID COPOLYMER","Agent Abrasif","Agent filmogène","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","",""
"GLYCOLAMIDE STEARATE","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCOLIC ACID","Régulateur de pH","","","","","","","","","","",""
"GLYCOLIDE","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCOLIPIDS","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCOPROTEINS","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCOSAMINOGLYCANS","Emollient","Agent filmogène","Agent d'entretien de la peau","","","","","","","","",""
"GLYCOSIDASE","","","","","","","","","","","",""
"GLYCOSPHINGOLIPIDS","Agent d'entretien de la peau - Divers","","","","","","","","","","",""
"GLYCOSYL TREHALOSE","Stabilisateur d'émulsion","Agent filmogène","","","","","","","","","",""
"GLYCYL GLYCINE","","","","","","","","","","","",""
"GLYCYRRHETINIC ACID","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHETINYL STEARATE","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCYRRHIZA GLABRA (LICORICE) STEM EXTRACT","","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA RHIZOME/ROOT","Emollient","Hydratant","Agent lissant","Agent apaisant","","","","","","","",""
"GLYCYRRHIZA GLABRA RHIZOME/ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT EXTRACT","Agent éclaircissant","Emollient","Agent d'entretien de la peau","Agent lissant","Agent apaisant","Agent parfumant","","","","","",""
"GLYCYRRHIZA GLABRA ROOT JUICE","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT OIL","Agent parfumant","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT POWDER","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT WATER","Antioxydant","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCYRRHIZA GLABRA ROOT/SUCROSE FERMENT EXTRACT FILTRATE","Antioxydant","Emollient","Agent d'entretien de la peau","","","","","","","","",""
"GLYCYRRHIZA GLABRA STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA INFLATA ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZA URALENSIS EXTRACT","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"GLYCYRRHIZA URALENSIS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GLYCYRRHIZIC ACID","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"GLYOXAL","Antimicrobien","Agent parfumant","","","","","","","","","",""
"GLYOXYLIC ACID","Antistatique","Régulateur de pH","Agent bouclant ou lissant (coiffant)","","","","","","","","",""
"GLYOXYLOYL CARBOCYSTEINE","Antistatique","Agent bouclant ou lissant (coiffant)","","","","","","","","","",""
"GLYOXYLOYL HYDROLYZED WHEAT PROTEIN/SERICIN","Conditionneur capillaire","Agent bouclant ou lissant (coiffant)","","","","","","","","","",""
"GLYOXYLOYL KERATIN AMINO ACIDS","Antistatique","Agent bouclant ou lissant (coiffant)","","","","","","","","","",""
"GMELINA ARBOREA ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GNAPHALIUM LEONTOPODIUM FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GNAPHALIUM POLYCEPHALUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOAT BUTTER","Agent d'entretien de la peau","","","","","","","","","","",""
"GOAT FAT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOLD","Colorant cosmétique","Modificateurs de glissement","Modificateur de surface","Agent d'entretien de la peau - Divers","","","","","","","",""
"GOLD ASPARTATE/GLUTAMATE","Agent d'entretien de la peau","","","","","","","","","","",""
"GOLD THIOETHYLAMINO HYALURONIC ACID","Agent d'entretien de la peau","","","","","","","","","","",""
"GOMPHRENA GLOBOSA FLOWER EXTRACT","","","","","","","","","","","",""
"GONDOIC ACID","Conditionneur capillaire","","","","","","","","","","",""
"GORGONIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM ARBOREUM LEAF CELL EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM BUD EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM CALLUS CULTURE","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM CALLUS EXTRACT","Antioxydant","Agent de protection de la peau","","","","","","","","","",""
"GOSSYPIUM HERBACEUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM FLOWER EXTRACT","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"GOSSYPIUM HERBACEUM FLOWER WATER","Emollient","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM FRUIT WATER","Agent masquant","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM LEAF EXTRACT","Non classé","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM POWDER","Agent Absorbant","Opacifiant","","","","","","","","","",""
"GOSSYPIUM HERBACEUM ROOT EXTRACT","","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HERBACEUM SEED OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HIRSUTUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HIRSUTUM SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GOSSYPIUM HIRSUTUM SEED OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"GRACILARIA VERMICULOPHYLLA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GRACILARIA VERRUCOSA EXTRACT","Humectant","Agent de protection de la peau","","","","","","","","","",""
"GRAPE SEED OIL GLYCERETH-8 ESTERS","Emollient","Stabilisateur d'émulsion","","","","","","","","","",""
"GRAPE SEED OIL PEG-8 ESTERS","Agent d'entretien de la peau","","","","","","","","","","",""
"GRAPE SEED OIL POLYGLYCERYL-6 ESTERS","Agent nettoyant","Emollient","Stabilisateur d'émulsion","Agent d'entretien de la peau","Tensioactif","","","","","","",""
"GRASS-HAY HERB EXTRACT","Agent parfumant","","","","","","","","","","",""
"GRASS-HAY HERB OIL","Agent parfumant","","","","","","","","","","",""
"GRATELOUPIA ELLIPTICA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GREVILLEA SPECIOSA FLOWER EXTRACT","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"GRIFFONIA SIMPLICIFOLIA SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GRIFOLA FRONDOSA (MAITAKE)/LICORICE ROOT EXTRACT FERMENT FILTRATE","Antioxydant","Humectant","Agent d'entretien de la peau","","","","","","","","",""
"GRIFOLA FRONDOSA /PANAX GINSENG EXTRACT FERMENT FILTRATE","Antioxydant","Agent d'entretien de la peau - Humectant","","","","","","","","","",""
"GRIFOLA FRONDOSA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GRIFOLA FRONDOSA FRUITING BODY EXTRACT","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"GRIFOLIA FRONDOSA MYCELIUM FERMENT FILTRATE EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GRINDELIA ROBUSTA EXTRACT","Agent d'entretien de la peau","Tonifiant","","","","","","","","","",""
"GUAIACOL","Agent parfumant","","","","","","","","","","",""
"GUAIACUM OFFICINALE WOOD EXTRACT","Agent d'entretien de la peau","Agent parfumant","","","","","","","","","",""
"GUAIACUM OFFICINALE WOOD OIL","Agent masquant","Agent parfumant","Agent arômatisant","","","","","","","","",""
"GUAIACUM SANCTUM GUM OIL","Agent parfumant","","","","","","","","","","",""
"GUAIAZULENE","Antimicrobien","Agent parfumant","","","","","","","","","",""
"GUANIDINE CARBONATE","Régulateur de pH","Agent d'entretien de la peau","","","","","","","","","",""
"GUANIDINE CARBONATE/HDI ISOCYANURATE TRIMER/MDI CROSSPOLYMER","Agent filmogène","","","","","","","","","","",""
"GUANIDINE HCL","Régulateur de pH","","","","","","","","","","",""
"GUANINE","Colorant cosmétique","Opacifiant","","","","","","","","","",""
"GUANOSINE","Opacifiant","Agent d'entretien de la peau","","","","","","","","","",""
"GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE","Antistatique","Agent filmogène","Agent d'entretien de la peau","Agent de contrôle de la viscosité","","","","","","","",""
"GUAZUMA ULMIFOLIA EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"GUAZUMA ULMIFOLIA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GUIZOTIA ABYSSINICA SEED OIL","Emollient","","","","","","","","","","",""
"GYMNEMA SYLVESTRE LEAF EXTRACT","Astringent","","","","","","","","","","",""
"GYNOSTEMMA PENTAPHYLLUM EXTRACT","Astringent","Agent d'entretien de la peau","","","","","","","","","",""
"GYNOSTEMMA PENTAPHYLLUM LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GYNOSTEMMA PENTAPHYLLUM LEAF/STEM EXTRACT","Antioxydant","Astringent","Emollient","Conditionneur capillaire","","","","","","","",""
"GYNOSTEMMA PENTAPHYLLUM/LUFFA CYLINDRICA HYBRID CELL EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GYNURA PROCUMBENS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"GYPSOPHILA PANICULATA ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HABERLEA RHODOPENSIS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAEMATOCOCCUS PLUVIALIS EXTRACT","Antioxydant","","","","","","","","","","",""
"HAEMATOCOCCUS PLUVIALIS OIL","Antioxydant","Agent d'entretien de la peau","","","","","","","","","",""
"HAEMATOCOCCUS PLUVIALIS POWDER","Antioxydant","","","","","","","","","","",""
"HAEMATOXYLON CAMPECHIANUM POWDER","","","","","","","","","","","",""
"HAEMATOXYLON CAMPECHIANUM WOOD EXTRACT","","","","","","","","","","","",""
"HAEMATOXYLUM CAMPECHIANUM POWDER","Non classé","","","","","","","","","","",""
"HAEMATOXYLUM CAMPECHIANUM WOOD EXTRACT","Colorant cosmétique","","","","","","","","","","",""
"HALIDRYS SILIQUOSA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HALLOYSITE","Agent Absorbant","Anti-séborrhée","Colorant cosmétique","Agent de contrôle de la viscosité","","","","","","","",""
"HALOBACTERIUM FERMENT LYSATE EXTRACT","Agent filmogène","Agent d'entretien de la peau","","","","","","","","","",""
"HALOPTERIS SCOPARIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT","Astringent","Agent d'entretien de la peau","","","","","","","","","",""
"HAMAMELIS VIRGINIANA BARK/LEAF/TWIG EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAMAMELIS VIRGINIANA BARK/TWIG EXTRACT","Astringent","Agent d'entretien de la peau","","","","","","","","","",""
"HAMAMELIS VIRGINIANA EXTRACT","Anti-séborrhée","Astringent","Agent d'entretien de la peau","","","","","","","","",""
"HAMAMELIS VIRGINIANA FLOWER WATER","Astringent","Conditionneur capillaire","Agent d'entretien de la peau","Agent apaisant","","","","","","","",""
"HAMAMELIS VIRGINIANA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAMAMELIS VIRGINIANA LEAF WATER","Astringent","Agent d'entretien de la peau","","","","","","","","","",""
"HAMAMELIS VIRGINIANA WATER","Astringent","Conditionneur capillaire","Agent d'entretien de la peau","Agent apaisant","","","","","","","",""
"HANSENULA/KLOECKERA/LACTOBACILLUS/LACTOCOCCUS/LEUCONOSTOC/PEDIOCOCCUS/SACCHAROMYCES/FIG/LEMON FERMENT","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","","",""
"HARPAGOPHYTUM PROCUMBENS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HARPAGOSIDE","Agent d'entretien de la peau","","","","","","","","","","",""
"HARUNGANA MADAGASCARIENSIS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HASLEA OSTREARIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAYFLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HAZEL SEED OIL POLYGLYCERYL-6 ESTERS","","","","","","","","","","","",""
"HAZELNUT SEED OIL POLYGLYCERYL-6 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"HC BLUE NO. 11","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 12","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 14","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 15","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 16","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 17","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 18","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 2","Agent colorant pour cheveux","","","","","","","","","","",""
"HC BLUE NO. 7","","","","","","","","","","","",""
"HC BROWN NO. 1","Agent colorant pour cheveux","","","","","","","","","","",""
"HC ORANGE NO. 1","Agent colorant pour cheveux","","","","","","","","","","",""
"HC ORANGE NO. 2","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 1","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 10","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 11","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 13","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 18","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 3","Agent colorant pour cheveux","","","","","","","","","","",""
"HC RED NO. 7","Agent colorant pour cheveux","","","","","","","","","","",""
"HC VIOLET NO. 1","Agent colorant pour cheveux","","","","","","","","","","",""
"HC VIOLET NO. 2","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO 13","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO 2","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO 4","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 10","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 16","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 3","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 5","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 7","Agent colorant pour cheveux","","","","","","","","","","",""
"HC YELLOW NO. 9","Agent colorant pour cheveux","","","","","","","","","","",""
"HDI/DI-C12-14 ALKYL TARTRATE/HYDROGENATED DILINOLEYL ALCOHOL COPOLYMER","Agent filmogène","","","","","","","","","","",""
"HDI/PPG/POLYCAPROLACTONE CROSSPOLYMER","Anti Agglomérant","","","","","","","","","","",""
"HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER","Anti Agglomérant","","","","","","","","","","",""
"HEA IPDI ISOCYANURATE TRIMER/POLYCAPROLACTONE DIOL COPOLYMER","Agent filmogène","","","","","","","","","","",""
"HEA SUCCINATE","Agent d'entretien des ongles","","","","","","","","","","",""
"HEA/IPDI ISOCYANURATE TRIMER/PG CROSSPOLYMER","Agent filmogène","","","","","","","","","","",""
"HEA/SODIUM ACRYLOYLDIMETHYLTAURATE/STEARETH-20 METHACRYLATE COPOLYMER","Stabilisateur d'émulsion","Agent de contrôle de la viscosité","","","","","","","","","",""
"HECTORITE","Agent Absorbant","Agent de foisonnement","Agent de contrôle de la viscosité","","","","","","","","",""
"HEDERA HELIX EXTRACT","Anti Agglomérant","Antimicrobien","Astringent","Agent d'entretien de la peau","Agent apaisant","Tonifiant","","","","","",""
"HEDERA HELIX LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDERA HELIX LEAF WATER","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDERA HELIX LEAF/STEM","Anti Agglomérant","Antimicrobien","Astringent","Agent d'entretien de la peau","Agent apaisant","Tonifiant","","","","","",""
"HEDERA HELIX LEAF/STEM EXTRACT","Anti Agglomérant","Antimicrobien","Astringent","Agent d'entretien de la peau","Agent apaisant","Tonifiant","","","","","",""
"HEDERA HELIX STEM EXTRACT","Antipelliculaire","Conditionneur capillaire","","","","","","","","","",""
"HEDTA","Agent Absorbant","Agent de foisonnement","Agent de chélation","Opacifiant","Agent de contrôle de la viscosité","","","","","","",""
"HEDYCHIUM CORONARIUM FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDYCHIUM CORONARIUM FLOWER/LEAF/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDYCHIUM CORONARIUM POWDER","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDYCHIUM CORONARIUM ROOT EXTRACT","Agent masquant","Agent d'entretien de la peau","Tonifiant","","","","","","","","",""
"HEDYCHIUM FLAVESCENS ROOT EXTRACT","Emollient","","","","","","","","","","",""
"HEDYCHIUM SPICATUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEDYSARUM ALHAGI LEAF/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEILMOOR CLAY","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHEMUM NUMMULARIUM FLOWER EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"HELIANTHUS ANNUUS (SUNFLOWER) SEED BUTTER","","","","","","","","","","","",""
"HELIANTHUS ANNUUS EXTRACT","Emollient","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","",""
"HELIANTHUS ANNUUS FLOWER","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS ANNUUS FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS ANNUUS HYBRID OIL","Emollient","","","","","","","","","","",""
"HELIANTHUS ANNUUS LEAF/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS ANNUUS PETAL EXTRACT","Agent nettoyant","Conditionneur capillaire","Agent bouclant ou lissant (coiffant)","Agent masquant","Hydratant","","","","","","",""
"HELIANTHUS ANNUUS SEED","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS ANNUUS SEED ACID","Emollient","","","","","","","","","","",""
"HELIANTHUS ANNUUS SEED BUTTER","Emollient","Opacifiant","Agent d'entretien de la peau","","","","","","","","",""
"HELIANTHUS ANNUUS SEED CERA","Emollient","","","","","","","","","","",""
"HELIANTHUS ANNUUS SEED EXTRACT","Conditionneur capillaire","Absorbant UV","Agent d'entretien de la peau - Divers","","","","","","","","",""
"HELIANTHUS ANNUUS SEED FLOUR","Agent Abrasif","Agent Absorbant","Agent de foisonnement","Agent de contrôle de la viscosité","","","","","","","",""
"HELIANTHUS ANNUUS SEED OIL","Emollient","Solvant","Agent d'entretien de la peau - Divers","Agent d'entretien de la peau - Occlusif","","","","","","","",""
"HELIANTHUS ANNUUS SEED OIL UNSAPONIFIABLES","Conditionneur capillaire","Agent d'entretien de la peau - Divers","","","","","","","","","",""
"HELIANTHUS ANNUUS SEEDCAKE","Agent Abrasif","Agent de foisonnement","","","","","","","","","",""
"HELIANTHUS ANNUUS SPROUT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS TUBEROSUS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELIANTHUS TUBEROSUS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM ANGUSTIFOLIUM CERA","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"HELICHRYSUM ANGUSTIFOLIUM FLOWER EXTRACT","Agent masquant","Agent parfumant","","","","","","","","","",""
"HELICHRYSUM ANGUSTIFOLIUM FLOWER OIL","Agent masquant","Agent parfumant","","","","","","","","","",""
"HELICHRYSUM ANGUSTIFOLIUM WAX","Emollient","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","",""
"HELICHRYSUM ARENARIUM EXTRACT","Anti-séborrhée","Agent d'entretien de la peau","Agent apaisant","","","","","","","","",""
"HELICHRYSUM ARENARIUM FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM GYMNOCEPHALUM FLOWER/LEAF/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM ITALICUM EXTRACT","Anti-séborrhée","Agent masquant","Agent apaisant","","","","","","","","",""
"HELICHRYSUM ITALICUM FLOWER EXTRACT","Agent parfumant","","","","","","","","","","",""
"HELICHRYSUM ITALICUM FLOWER OIL","Agent masquant","Agent parfumant","","","","","","","","","",""
"HELICHRYSUM ITALICUM FLOWER WATER","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM ITALICUM FLOWER/LEAF/STEM WATER","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM ITALICUM FLOWER/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HELICHRYSUM ITALICUM LEAF CELL EXTRACT","Agent Absorbant","","","","","","","","","","",""
"HELICHRYSUM STOECHAS EXTRACT","Tonifiant","","","","","","","","","","",""
"HELICHRYSUM STOECHAS FLOWER EXTRACT","Conditionneur capillaire","Agent d'entretien de la peau","Agent parfumant","","","","","","","","",""
"HELICHRYSUM STOECHAS FLOWER OIL","Agent parfumant","","","","","","","","","","",""
"HELIOTROPINE","Agent masquant","Agent d'entretien de la peau","Agent parfumant","","","","","","","","",""
"HEMA","Sculpture des ongles","","","","","","","","","","",""
"HEMA ACETOACETATE","Agent filmogène","","","","","","","","","","",""
"HEMA MALEATE","Agent filmogène","","","","","","","","","","",""
"HEMATIN","Conditionneur capillaire","","","","","","","","","","",""
"HEMATITE EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"HEMATITE POWDER","","","","","","","","","","","",""
"HEMEROCALLIS FULVA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEMEROCALLIS FULVA FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEMIDESMUS INDICUS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HEMIDESMUS INDICUS ROOT POWDER","Agent d'entretien de la peau","","","","","","","","","","",""
"HEMOCYANIN","Antimicrobien","Anti-séborrhée","","","","","","","","","",""
"HENNA","Agent de foisonnement","Agent colorant pour cheveux","Agent d'entretien de la peau","","","","","","","","",""
"HEPARIN","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTANE","Solvant","","","","","","","","","","",""
"HEPTANOIC ACID","Agent parfumant","","","","","","","","","","",""
"HEPTANOL","Agent parfumant","","","","","","","","","","",""
"HEPTAPEPTIDE-10","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-14","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-15","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-15 PALMITATE","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-34","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-4","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-6","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-7","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTAPEPTIDE-8","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTASODIUM HEXACARBOXYMETHYL DIPEPTIDE-12","Agent d'entretien de la peau","","","","","","","","","","",""
"HEPTYL GLUCOSIDE","Tensioactif","","","","","","","","","","",""
"HEPTYL UNDECYLENATE","Emollient","","","","","","","","","","",""
"HEPTYLUNDECYL HYDROXYSTEARATE","Emollient","","","","","","","","","","",""
"HERACLEUM SPHONDYLIUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HERICIUM ERINACEUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HESPERETHUSA CRENULATA BARK EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"HESPERETIN LAURATE","Antioxydant","Agent d'entretien de la peau","","","","","","","","","",""
"HESPERIDIN","Emollient","","","","","","","","","","",""
"HESPERIDIN METHYL CHALCONE","Antioxydant","","","","","","","","","","",""
